zd,zz
左股骨远端骨折,活动受限:1 骨折:1 跌伤:1 膝关节:1 陈旧性手术疤痕:1 肿胀:1 
孕1产1孕40+周LOA平产活婴（核实孕周,胎盘:2 停经:2 未及宫缩:1 隐痛:1 浮肿:1 阴道流液:1 胎儿:1 孕妇:1 不规则宫缩:1 
右乳肿块,肿块:1 增生:1 
粘连性不全肠梗阻,精神软:1 疼痛不适:1 子宫内膜癌:1 压痛明显:1 手术史:1 女性:1 脂肪肝:1 陈旧性手术疤痕:1 
骨盆骨折（左耻骨上下支,男性:1 活动受限:1 车祸:1 活动轻度受限:1 不能站立:1 疼痛:1 精神软:1 致伤:1 
跟骨骨折（左,活动受限:3 骨折:3 摔伤:3 肿胀:3 骨擦感:2 左足跟部肿痛:2 外伤:1 疼痛:1 乙肝:1 昏迷:1 压痛明显:1 高处摔下:1 
右侧偏瘫,男性:1 左侧肢体:1 车祸:1 肢体活动不利:1 出血:1 病理性杂音:1 
升结肠腺瘤EMR术,男性:1 结肠息肉:1 息肉摘除术:1 长期便秘:1 全腹及反跳痛:1 冠心病:1 精神软:1 病理性杂音:1 心律失常:1 肺呼吸音粗:1 咽部:1 脉弦:1 
创伤性蛛网膜下腔出血,血迹:3 男性:3 外伤:3 蛛血:2 肿胀:2 骨折:2 精神软:1 右肺中叶小结节:1 昏迷:1 肺呼吸音粗:1 脂肪肝:1 出血:1 膝关节:1 胸痛:1 老年:1 头痛:1 气胸:1 车祸:1 头晕:1 受伤:1 触痛:1 疼痛:1 跌倒:1 手术病史:1 头部外伤:1 
双眼白内障,晶体混浊:1 视物模糊:1 
肋间神经痛,胸痛:1 女性:1 
支气管哮喘（急性发作期（轻度（未控制,男性:1 精神软:1 胆囊炎:1 咳嗽:1 桶状胸:1 肝内脂肪增多:1 两肺纹理增多:1 双肺呼吸音低:1 病理性杂音:1 高血压病:1 肋间隙增宽:1 胸闷:1 
1.G2P2孕38+2周LOP难产活婴；,阴道见红:1 咳嗽:1 脐带绕颈:1 腹胀:1 头昏:1 腹痛:1 浮肿:1 停经:1 胸闷气急:1 手术史:1 女性:1 剖宫产:1 
左手背切割伤伴拇长伸肌腱断裂,活动受限:1 割伤:1 出血:1 疼痛:1 
难免性流产伴感染,停经:1 妊娠囊:1 阴道少量流血:1 增大如孕:1 
胆管肿瘤,双肾小结石:1 肝内胆管扩张:1 肾囊肿:1 疼痛:1 压痛明显:1 陈旧性手术疤痕:1 
孕1产1孕38周LOA平产活婴,胎盘:1 停经:1 孕妇:1 阴道流液:1 
右肾多发结石伴右肾轻度积水,囊肿:1 右肾轻度积水:1 肾结石:1 多发结石:1 
左肾多发结石,脂肪肝:1 肾结石:1 多发结石:1 
鼻出血（鼻衄,出血:1 
右髌骨骨折,骨折:2 肿胀:2 舌质淡:1 活动受限:1 跌伤:1 局部压痛:1 骨擦感:1 出血:1 活动障碍:1 膝关节:1 疼痛:1 活动明显受限:1 摔伤:1 压痛明显:1 脉弦:1 破裂:1 
左锁骨骨折术后骨性愈合,骨折:1 陈旧性手术疤痕:1 
血管性头痛,头痛:9 精神软:3 女性:3 老年:2 男性:2 焦虑:2 不适:2 胃炎:1 血糖偏高史:1 眠差:1 流涕:1 消极:1 痛风:1 接触合作:1 麻木:1 无兴趣:1 胸部闷痛:1 鼻塞:1 加重:1 阑尾稍增粗:1 胆囊息肉:1 饮酒史:1 肿胀:1 肝内胆管结石:1 头晕:1 高血压:1 手术史:1 发热:1 腰椎间盘突出症:1 乐趣减退:1 消瘦:1 疼痛:1 听力减退:1 腔梗灶:1 吸烟:1 浮肿:1 高血压病:1 幻觉:1 妄想:1 
晕厥待查：反射性晕厥？,男性:1 精神软:1 心肺听诊阴性:1 突发意识不清:1 
左下肺恶性肿瘤,男性:1 左侧肢体:1 肺占位:1 咳嗽:1 肿块:1 感染:1 咳痰:1 支气管病变:1 高血压:1 淋巴结肿大:1 肺呼吸音粗:1 肺大泡:1 肿瘤:1 面色红:1 
慢性肾脏病CKD-5期 肾性贫血 右颈内静脉留置长期血透导管 血液透析,活动受限:1 糖尿病足:1 咳痰:1 高血压病:1 咳嗽:1 慢性肾脏病:1 反应迟钝:1 感染:1 胸闷:1 糖尿病:1 气促:1 浮肿:1 糖尿病肾病:1 肺呼吸音粗:1 维持性血透:1 胸闷气促:1 端坐呼吸:1 
左侧2－5肋骨折,男性:1 摔伤:1 触痛:1 疼痛:1 骨折:1 
颈部局部肿物,增生:1 肿块:1 肥大:1 颈部包块:1 甲状腺肿大:1 淋巴结肿大:1 女性:1 
视网膜动脉栓塞,视物不见:1 边界欠清:1 
肾脓肿,精神软:1 脓肿:1 轻压痛:1 强迫:1 肾区叩痛:1 感染:1 腹泻:1 累:1 疼痛:1 腹痛:1 早搏:1 肺呼吸音粗:1 发热:1 
糜烂出血性胃炎,恶心:1 头晕不适:1 胸闷心悸:1 女性:1 腹泻:1 呕吐:1 腹痛:1 恶寒:1 左室舒张功能减退:1 轻压痛:1 隐痛:1 胃溃疡:1 血便:1 老年:1 
胆结石症和胆囊炎,脉滑数:2 苔薄黄:2 腹痛:2 腹部包块:2 女性:2 多发结石:2 囊肿:1 上腹压痛:1 胆囊结石:1 宫外孕:1 手术史:1 胆囊炎:1 
出口梗阻性便秘,肿块:1 排便不畅:1 混合痔切除手术史:1 紧张:1 
肺恶性肿瘤术后,男性:1 鳞状细胞癌:1 右上肺结节:1 淋巴结肿大:1 乏力:1 肺呼吸音粗:1 肿瘤:1 消瘦:1 
左侧中央型肺癌伴肺内及左侧肋骨转移,男性:1 支气管病变:1 肝囊肿:1 活动障碍:1 咳嗽:1 右上肺陈旧灶:1 肾结石:1 肾囊肿:1 胸膜增厚:1 病理性杂音:1 纳差:1 胆囊息肉:1 左肺下叶占位性病变:1 消瘦:1 
胆囊癌首先考虑,男性:1 腹胀:1 剑突下压痛:1 脉浮数:1 浮肿:1 高血压病:1 消瘦:1 
"特指药物和药剂有害效应	",男性:2 肾功能异常:1 恶心:1 中毒:1 抽搐:1 呼吸困难:1 心脏杂音:1 意识丧失:1 吵架:1 呕吐:1 鼻塞:1 高血压:1 精神软:1 老年:1 浮肿:1 肺呼吸音粗:1 痛苦:1 
膀胱多发小结石,排尿不畅:1 双肾小结石:1 增生:1 尿频:1 破碎:1 囊肿:1 前列腺电切:1 血尿:1 
头面颈部皮肤感染,皮疹:2 哭吵:1 咽充血:1 剖腹产:1 肿胀:1 
继发性肺结核 双上 涂阳 初治,咳痰:1 咳嗽:1 桶状胸:1 感染:1 心界左下扩大:1 痰中带血:1 支气管病变:1 全腹及反跳痛:1 肺气肿:1 两侧胸膜:1 早搏:1 浮肿:1 肋间隙增宽:1 气促:1 
左肺癌术后伴感染,鳞状细胞癌:1 咳嗽:1 气胸:1 手术瘢痕:1 咳痰:1 浮肿:1 高血压病:1 右肺呼吸音低:1 肿瘤:1 气促:1 
食管多发溃疡,胃炎:1 出血:1 胸骨后疼痛:1 进食:1 老年:1 轻压痛:1 急性病程:1 女性:1 
精神发育迟滞所致精神障碍,行为乱:1 胡语:1 情感平淡:1 意志力减退:1 浮肿:1 自知力无:1 接触被动:1 
左膝、左小腿、左踝挫裂伤,车祸:1 出血:1 疼痛:1 
双侧输尿管上段结石伴双肾轻-中度积水,隐血:1 肾结石:1 疼痛:1 轻压痛:1 
慢性肺源性心脏病,精神软:1 胸闷:1 双下肢轻度水肿:1 病理性杂音:1 早搏:1 气促:1 
水肿,浮肿:3 男性:1 苔白腻:1 舌质淡:1 心慌:1 腹痛:1 累:1 咽部:1 双下肢水肿:1 腹泻:1 加重:1 全腹及反跳痛:1 老年:1 紧张:1 病理性杂音:1 慢性支气管炎:1 胸闷:1 
双向情感障碍,男性:1 记忆力差:1 易发脾气:1 不悦:1 话少:1 接触被动:1 浮肿:1 眠差:1 话多:1 少眠:1 情感低落:1 思维联想速度加快:1 兴奋:1 活动少:1 反应慢:1 情感高涨:1 女性:1 精神病性症状:1 
多形红斑,糖尿病:1 发热:1 高血压:1 皮疹:1 浮肿:1 女性:1 
 路易体痴呆 ,做事情能力下降:1 反应迟钝:1 易激惹:1 进行性记忆力下降:1 痴呆:1 颈动脉斑块:1 多发结石:1 脑白质疏松:1 吵闹:1 阿尔采末氏病性痴呆:1 咳嗽:1 帕金森综合症:1 咳痰:1 加重:1 血压下降:1 自知力无:1 接触被动:1 心功能不全:1 颈动脉粥样硬化伴斑块形成:1 淡漠:1 记忆均下降:1 前列腺病史:1 增生:1 记忆力下降:1 肌张力增高:1 高血压史:1 高血压:1 抑郁症:1 前列腺电切:1 胸膜增厚:1 脑供血不足:1 手术治疗:1 囊肿:1 双下肢凹陷性水肿:1 胆囊结石:1 血管性痴呆:1 肾囊肿:1 冠心病:1 发脾气:1 幻视:1 睡眠障碍:1 停药:1 幻觉:1 脑萎缩:1 妄想:1 
 慢性支气管炎 ,肺呼吸音粗:2 咳嗽:2 咳痰:2 慢性支气管炎:2 干咳:1 躁狂:1 低热:1 桶状胸:1 精神病性症状:1 眠差:1 情感障碍:1 慢性阻塞性肺病:1 易激惹:1 肺气肿:1 情感高涨:1 兴奋:1 两肺呼吸音低:1 气急:1 少语:1 关节畸形:1 忙碌:1 质性精神障碍:1 发脾气:1 器质性疾病:1 发热:1 畏寒发热:1 累:1 交替出现:1 思维活跃:1 病情加重:1 肺部感染:1 精神异常:1 肺间质病变:1 自知力无:1 女性:1 男性:1 开心:1 不悦:1 脓肿:1 甲亢:1 接触合作:1 感染:1 担心:1 话多:1 乙肝:1 少动:1 社会功能受损:1 胸闷气急:1 脾气差:1 行为乱:1 不适:1 疼痛:1 躁狂发作:1 冠心病:1 病情反复:1 胸闷气促:1 精神分裂症:1 幻觉:1 妄想:1 
右肺炎,精神软:1 咳嗽:1 咳痰:1 脉滑数:1 苔黄腻:1 病理性杂音:1 肺呼吸音粗:1 女性:1 略充血:1 
胃溃疡伴出血,紧张:2 晕厥:2 呕血:2 男性:1 精神软:1 贫血:1 肾区叩痛:1 增生:1 头晕:1 十二指肠球部溃疡:1 出血:1 胃窦溃疡:1 老年:1 轻压痛:1 退变:1 浮肿:1 脑萎缩:1 
功能失调性子宫出血,出血:3 晕厥:3 隐血:2 腹痛:2 浮肿:2 镜下红细胞:2 盆腔少量积液:1 呕吐:1 囊肿:1 隐痛:1 肥大:1 面色红:1 囊性暗区:1 恶心:1 子宫多发肌瘤:1 血迹:1 
糖尿病周围神经病变,乏力:1 头晕:1 女性:1 血糖高:1 
左肺社区获得性肺炎,感染:2 阵发性咳嗽:1 咳嗽:1 桶状胸:1 女性:1 胸腔积液:1 湿罗音:1 双肺呼吸音低:1 肺部感染:1 胸痛:1 病理性杂音:1 两上肺陈旧灶:1 隐痛:1 肺呼吸音粗:1 肿瘤:1 消瘦:1 
继发性肺结核 涂（+ 初治,男性:2 青年:1 空洞形成:1 咳痰:1 咳嗽:1 左肺上叶结核:1 肺部病灶:1 感染:1 右肺下叶后基底段开口见白痰附着:1 全腹及反跳痛:1 浮肿:1 抗酸杆菌+++:1 
肺恶性肿瘤？,左肺呼吸音低:1 感染:1 畏寒发热:1 胸痛:1 浮肿:1 胸膜增厚:1 颈静脉稍充盈:1 右肺上叶钙化灶:1 
陈旧性肺结核伴咯血,老年:1 女性:1 肺结核:1 自行停药:1 咯血:1 
慢性支气管炎伴感染,咳嗽:2 男性:1 贫血:1 紧张:1 胸闷:1 恶心:1 肾区叩痛:1 完全性右束支传导阻滞:1 咳痰:1 呕吐:1 糖尿病:1 老年:1 慢性支气管炎:1 精神软:1 感染:1 急性病程:1 压痛明显:1 发热:1 不适:1 腹胀:1 肺部感染:1 血便:1 
右侧胸腔积液：结核性胸膜炎考虑,咳嗽:1 胸腔积液:1 咳痰:1 两肺纹理增多:1 右肺呼吸音低:1 发热:1 胸水:1 
右第4指裂伤,车祸:1 昏迷:1 摔伤:1 出血:1 疼痛:1 
右上肺继发性肺结核 涂阴 初治,食管炎:1 肺结核:1 感染:1 右肺上叶结节伴空洞:1 胸痛:1 乙肝:1 浮肿:1 肺呼吸音粗:1 女性:1 
皮多肌炎,女性:1 感染:1 疼痛:1 双侧髋部多发肌肉软组织信号异常:1 椎间盘膨出:1 轻压痛:1 浮肿:1 腰椎:1 老年:1 
 睡眠障碍 ,早醒:1 精神病性症状:1 眠浅:1 眠差:1 绪低落及高涨:1 精神障碍:1 焦虑:1 烦躁:1 加重:1 糖尿病:1 病情加重:1 入睡困难:1 精神异常:1 无力:1 女性:1 甲亢:1 担心:1 高血压:1 躯体疾病所致失眠:1 社会功能受损:1 不规律服药:1 躯体疾病:1 冠心病:1 失眠:1 睡眠不好:1 睡眠障碍:1 幻觉:1 妄想:1 
 肌阵挛 ,左下肢抽动:1 
老年性瓣膜性心脏病,跌伤:1 脉弦:1 舌质淡:1 软组织挫裂伤:1 疼痛:1 轻压痛:1 肿胀:1 活动不利:1 
前庭神经元炎,头晕:3 脉弦滑:2 全腹及反跳痛:2 浮肿:2 男性:1 精神软:1 苔白腻:1 行走不稳:1 疱疹:1 苔薄黄:1 脉滑:1 面瘫:1 癫痫:1 颈静脉略充盈:1 囊肿:1 轻度压痛:1 血压偏高:1 高血压病:1 肺呼吸音粗:1 心动过缓:1 
 强迫症 ,强迫观念和动作:1 反复擦桌子:1 质性精神障碍:1 焦虑:1 控制不住洗手、整理:1 器质性疾病:1 反复洗手:1 痛苦:1 精神病性症状:1 冲动:1 多想:1 男性:1 强迫:1 强迫症:1 脑血管病所致精神障碍:1 乙肝:1 前列腺钙化灶:1 肿瘤:1 社会功能受损:1 高热:1 抑郁症:1 强迫障碍:1 精神分裂症:1 幻觉:1 妄想:1 
椎-基底动脉供血不足,心动过缓:2 男性:2 胃炎:1 室早:1 甲状腺结节:1 心脏扩大:1 血压偏高:1 心功能II级:1 脑改变:1 恶心:1 咳嗽:1 咽痛:1 酸痛:1 头痛:1 颈椎退行性变:1 老年:1 心影增大:1 肺部结节:1 增生:1 房早:1 头晕:1 高血压:1 房性二联律:1 心脏病:1 咽充血:1 心律失常:1 房速:1 腹胀:1 肾囊肿:1 自行停药:1 动脉粥样硬化:1 高血压病:1 
颅脑外伤术后,脑外伤术后:1 
链球菌感染,咽痛:2 皮疹:2 发热:2 右侧颞部:1 青年:1 左侧肾区叩击痛阳性:1 左室舒张功能减退:1 抗感染治疗:1 高脂血症:1 肝内脂肪偏多:1 咽部:1 破溃:1 脉浮数:1 膝关节:1 苔薄黄:1 女性:1 肿胀:1 精神软:1 扁桃体稍肿大:1 关节痛:1 肝区叩击痛:1 风湿性关节炎:1 化脓:1 咽充血:1 扁桃体I°肿:1 疼痛:1 有水泡:1 浮肿:1 
结肠癌术后复发,结肠癌:1 咳嗽:1 不适:1 咳痰:1 浮肿:1 肺呼吸音粗:1 发热:1 反酸:1 
左足肿块待查,肿块:1 疼痛:1 痛风:1 
慢性萎缩性胆囊炎急性发作,胆总管结石:1 萎缩性胆囊炎:1 胆囊结石:1 肝内脂肪增多:1 疼痛:1 双肺呼吸音低:1 高血压:1 轻压痛:1 浮肿:1 食管炎:1 头昏乏力:1 
 情感性精神病 ,紧张:1 情绪不稳:1 懒散:1 情绪低落:1 消极:1 质性精神障碍:1 焦虑:1 乱讲:1 加重:1 抑郁:1 病情加重:1 女性:1 开心:1 易发脾气:1 呼吸急促:1 夜眠不好:1 抑郁症:1 行为冲动:1 孤僻:1 品行障碍:1 社会功能受损:1 闷闷不乐:1 癫痫:1 压抑:1 脑炎:1 
 胆囊动态未定肿瘤 ,副脾:1 囊肿:1 疼痛不适:1 前列腺钙化灶:1 
 扩张型心肌病 ,扩张型心肌病:1 腹水:1 胃炎:1 呼吸困难:1 心肌病:1 疼痛:1 头昏:1 晕厥:1 心绞痛:1 胸闷心悸:1 畏寒发热:1 加重:1 胸痛:1 乏力:1 女性:1 心功能不全:1 主动脉瓣轻度反流:1 头痛:1 肌张力增高:1 肿瘤:1 反酸:1 异常Q波:1 不适:1 帕金森病:1 自行停药:1 浮肿:1 气促:1 
 颈动脉硬化 ,肝炎:1 男性:1 息肉摘除术:1 囊肿:1 不适:1 动脉粥样硬化:1 黑便:1 甲状腺结节:1 腹泻:1 直肠多发息肉:1 肿瘤:1 直肠息肉:1 
 肺结节病 ,男性:1 息肉摘除术:1 肝炎:1 左肺上叶:1 左肺小结节:1 不适:1 黑便:1 腹泻:1 直肠多发息肉:1 肿瘤:1 直肠息肉:1 
慢性阻塞性肺病急性发作,女性:2 双肺呼吸音低:2 高血压:2 疼痛不适:1 桶状胸:1 慢性支气管炎病史:1 剑突下压痛:1 听力下降:1 肺气肿:1 跌倒史:1 保守治疗:1 咳嗽:1 咳痰:1 加重:1 糖尿病:1 纳差:1 精神软:1 感染:1 心界左下扩大:1 肝颈静脉回流征阳性:1 病理性杂音:1 发热:1 手术治疗:1 骨折:1 脉细数:1 两肺语颤减弱:1 支气管病变:1 跌倒:1 浮肿:1 高血压病:1 
胆汁反流性胃炎（HP 阳性,疼痛:1 加重:1 淋巴结肿大:1 病理性杂音:1 肺呼吸音粗:1 女性:1 关节畸形:1 皮肌炎:1 
右眼结膜囊肿,囊肿:1 肿物:1 
房室传导阻滞（II度,主动脉瓣轻度反流:1 心影增大:1 颈动脉硬化:1 左房增大:1 心界左下扩大:1 湿罗音:1 高血压:1 心悸:1 粥样斑块形成:1 心律不齐:1 早搏:1 心动过速:1 病理性杂音:1 起搏器:1 
高血压 很高危组,男性:1 高血压:1 胸闷:1 不适:1 
阑尾周围脓肿,腹痛:1 盆腔少量积液:1 压痛明显:1 阑尾炎:1 疼痛:1 
神经痛,精神软:3 头痛:2 男性:1 骨折:1 手术病史:1 右肺中叶术后:1 疼痛:1 两侧胸腔少量积液:1 糖尿病:1 化脓:1 老年:1 血压偏高:1 背部疼痛:1 麻木:1 女性:1 
右外踝骨折,骨折:3 肿胀:3 出血:2 活动受限:2 精神软:1 男性:1 受伤:1 右踝肿痛:1 局部压痛:1 渗血:1 车祸:1 撞伤:1 擦挫伤:1 疼痛:1 瘀青:1 摔伤:1 破裂:1 
右额叶占位性病变伴出血,左侧肢体:1 精神软:1 脉细数:1 头痛:1 口唇紫绀:1 胃病:1 双肺呼吸音低:1 胆结石:1 高血压病:1 麻木:1 
胃多发溃疡（A2伴胆汁返流,骨折:1 舌质淡:1 不适:1 出血:1 中上腹压痛:1 黑便:1 病理性杂音:1 浮肿:1 脉细:1 
左社区获得性肺炎,男性:1 咳嗽:1 不适:1 感染:1 病理性杂音:1 咽充血:1 肺呼吸音粗:1 发热:1 气促:1 
直肠恶性肿瘤术后肝转移,慢性输卵管炎:1 化脓:1 直肠癌术后:1 增生:1 
L2压缩性性骨折,活动受限:1 骨折:1 外伤:1 渗血:1 出血:1 背部肿痛:1 刺痛:1 
1.早孕终止妊娠,阴道流血:2 腹痛:2 停经:2 囊肿:1 囊性暗区:1 浮肿:1 肥大:1 
早孕终止妊娠；疤痕子宫,阴道流血:1 停经:1 腹痛:1 
膝关节病 双膝关节炎置换术后,高血压:1 行走不能:1 手术史:1 疼痛:1 膝关节:1 
胆管癌,上腹部压痛:1 累:1 病理性杂音:1 巩膜轻度黄染:1 胆管癌:1 肺呼吸音粗:1 肥胖:1 女性:1 
霉菌性食管炎,男性:1 病理性杂音:1 疼痛:1 不适:1 
左输尿管结石术后置双J管,输尿管结石:1 女性:1 病理性杂音:1 
右肺鳞状细胞癌,鳞状细胞癌:1 肿瘤:1 咳嗽:1 肿块:1 慢性支气管炎:1 咳痰:1 感染:1 加重:1 胸痛:1 浮肿:1 双肺呼吸音低:1 肿胀:1 
原发性高血压  很高危组,腹胀:1 胆囊炎:1 血压升高:1 浮肿:1 
孕2产2孕40+4周LOA平产活婴,未及宫缩:1 停经:1 腰酸:1 胎盘:1 脐带绕颈:1 
 广泛性焦虑 ,精神病性症状:2 眠差:2 紧张:2 多虑:2 焦虑:2 加重:2 器质性疾病:2 痛苦:2 胃部不适:2 多思:2 焦虑障碍:2 社会功能受损:2 女性:2 幻觉:2 妄想:2 躯体疾病的继发性焦虑:1 胃炎:1 性格内向:1 甲状腺结节:1 精神障碍:1 消极:1 躯体症状:1 糖尿病:1 胸闷:1 白细胞减少:1 非成瘾药物精神活性物质戒断:1 乏力:1 甲亢:1 睡不着:1 消瘦:1 意志力减退:1 躯体不适:1 气闷:1 胃胀:1 害怕:1 高血压:1 胃口差:1 担心:1 肿瘤:1 囊肿:1 不适:1 心烦:1 冠心病:1 失眠:1 精神分裂症:1 子宫肌瘤:1 多想:1 
 通常起病于童年和少年期的未特定性行为与情绪障碍 ,违拗:1 躁狂:1 进食:1 情绪不稳:1 消极:1 质性精神障碍:1 焦虑:1 阑尾炎:1 抑郁:1 病情加重:1 冲动:1 开心:1 接触合作:1 兴趣差:1 抑郁症:1 品行障碍:1 社会功能受损:1 哭泣:1 毁物:1 女性:1 发脾气:1 癫痫:1 脑炎:1 
 子宫平滑肌瘤 ,手术治疗:1 肿瘤:1 盆腔炎性包块:1 盆腔包块:1 腹胀:1 浮肿:1 感染:1 畏寒发热:1 增大如孕:1 加重:1 病理性杂音:1 经量增多:1 子宫肌瘤:1 经期延长:1 痛经:1 月经规则:1 人工流产术:1 
急性乳腺炎（脓肿形成,肿块:1 女性:1 红肿:1 脓肿:1 疼痛:1 
左下肢淋巴管炎,红肿:2 疼痛:2 肿胀:2 腹泻:1 男性:1 橘皮样改变:1 畏寒发热:1 左下肢淋巴管炎:1 高血压:1 脑梗塞:1 腹痛:1 加重:1 乏力:1 纳差:1 抗感染治疗:1 静脉曲张:1 肺呼吸音粗:1 跛行:1 女性:1 
高血压3级  极高危,心浊音界左大:1 视物旋转:1 头晕:1 血压升高:1 浮肿:1 女性:1 
左下肢深静脉血栓形成,精神软:1 偏瘫:1 房室传导阻滞:1 脑出血病史:1 疼痛:1 高血压:1 皮温高:1 高血压病:1 肺呼吸音粗:1 红肿:1 失语:1 
舟状骨骨折,活动受限:1 骨折:1 外伤:1 舌质淡:1 压痛明显:1 肿胀:1 脉弦:1 
颌骨骨折,撞伤:1 出血:1 肿胀:1 
双侧急性附睾炎,囊肿:1 触痛:1 
脾损伤,精神软:1 贫血:1 不适:1 车祸:1 疼痛:1 畏寒发热:1 昏迷:1 破裂:1 
急性而短暂的精神病性障碍,淡漠:1 行为乱:1 胡语:1 意志力减退:1 自知力无:1 接触被动:1 妄想:1 幻听:1 
继发性肺结核 双上伴左上空洞 痰阳 初治伴咯血,男性:1 咳嗽:1 咳痰:1 肺结核:1 全腹及反跳痛:1 咯血:1 老年:1 浮肿:1 食管炎:1 加重:1 
孕5产2孕39+周LOA难产活婴,胎盘:1 停经:1 孕妇:1 剖宫产术史:1 
右侧第8-11肋骨骨折 右侧少量胸腔积液,精神软:1 活动受限:1 骨折:1 外伤:1 脑改变:1 胆囊结石:1 腰椎退行性改变:1 女性:1 渗血:1 支气管病变:1 疼痛:1 脉涩:1 胸膜增厚:1 老年:1 胸腔积液:1 高血压病:1 肺呼吸音粗:1 压痛明显:1 腰椎:1 肿胀:1 
冠心病,精神软:1 颈静脉充盈:1 湿罗音:1 病理性杂音:1 早搏:1 胸闷气促:1 
颈椎病（颈椎骨关节炎,疼痛:4 活动受限:2 颈肩臂酸胀:2 男性:1 胃炎:1 车祸:1 脑梗塞病史:1 全腹及反跳痛:1 精神软:1 病理性杂音:1 痛苦:1 轻压痛:1 高血压病:1 颈椎退行性变:1 麻木:1 活动不利:1 
 颈椎骨折 ,活动受限:1 重物砸伤:1 头颈部:1 
 胆囊结石伴慢性胆囊炎 ,进食:2 黑便:2 嗳气:2 黄疸:2 饮酒:2 肝炎:2 多发结石:2 胆总管结石:2 恶心:2 上腹压痛:2 出血:2 呕吐:2 肠梗阻:2 胆囊切除术:2 肛门停止排气排便:2 胆囊炎:2 感染:2 肿瘤:2 发热:2 反酸:2 胆囊结石:2 疼痛:2 血尿:2 腹痛:2 胰腺炎:2 胃十二指肠溃疡:2 呕血:2 膈下游离性气体:2 胃炎:1 糖尿病:1 子宫肌瘤:1 高血压:1 手术治疗:1 不适:1 隐痛:1 慢性起病:1 轻度压痛:1 心脏病病史:1 
孕2产2孕39+1周LOT难产活婴（核实孕周,哮喘:1 未及宫缩:1 胎盘:1 停经:1 孕妇:1 胸闷气促:1 剖宫产:1 
急性支气管肺炎炎,肺炎:1 咳嗽:1 湿罗音:1 咽充血:1 肺呼吸音粗:1 红肿:1 发热:1 
膀胱多发结石,双肾小结石:1 增生:1 肥大:1 轻压痛:1 多发结石:1 双肾轻度积水:1 
右侧乳房肿块,肿块:1 女性:1 增生:1 
左侧多发肋骨骨折,骨折:2 活动障碍:2 疼痛:2 痛苦:2 男性:1 精神软:1 触痛:1 外伤:1 胸腔积液:1 车祸:1 左侧胸部压痛:1 肝囊肿:1 血栓:1 淋巴结肿大:1 病理性杂音:1 紧张:1 高血压病:1 腰椎间盘突出:1 摔伤:1 腰椎:1 压痛明显:1 
慢性乙型病毒性肝炎 活动期,女性:1 胸闷:1 心慌:1 
两肺粟粒性病变,乏力:1 病理性杂音:1 咳嗽:1 肺呼吸音粗:1 
